x,y,t
-1.191406868,0.432881853,0
-0.583134654,-0.847704108,1
-0.521775594,-0.672195808,1
-0.446618196,-0.264459238,0
-0.429092502,0.426237549,0
-0.168577301,-0.353075755,1
-0.467692502,-0.927440994,1
-0.290611183,-0.535042615,1
-0.158759858,-1.609505977,1
-1.070007421,0.201931868,0
-0.921491479,-0.314212947,0
-1.057620173,-0.316153544,0
-0.674272581,0.098681809,0
-0.777461176,-0.134440195,0
-0.943580077,0.175542091,0
-0.520217468,-0.714429784,1
0.038533231,-0.413852017,1
-0.712671288,-0.632712075,0
-1.058137144,-0.300538669,0
0.06138785,-0.465105561,1
0.003910662,-0.544571827,1
-0.653389302,-0.657521605,1
-1.171114492,-0.073882776,0
-0.928587127,-0.027134065,0
-0.551014233,0.22516918,0
-0.648238698,-0.623984647,1
-0.268196783,-0.710534174,1
0.064089158,-0.464011448,1
0.049693133,-0.487096144,1
-0.039642688,-1.271500714,1
-0.442921431,-0.849332943,1
0.140606109,-0.607701911,1
-0.068289621,-0.723628678,1
-0.140603353,-0.789744883,1
-0.573352959,-0.960110396,1
-0.83071369,-0.014017638,0
-0.871548396,0.14714822,0
