x,y
2.212732579,-2.666286602
7.542800867,3.475316816
0.885196176,-2.576294626
-5.280100417,3.166793878
-1.477276653,1.891954098
3.571649007,-2.312147455
-4.728482196,5.61218113
4.648111476,-3.411493596
0.21191733,-1.890026108
-6.071407517,4.60263705
5.082184274,-3.497131965
3.311624778,-3.039265412
-3.611210346,1.579680489
-3.279234351,1.098685216
-0.355005172,1.587045208
-0.752228848,-2.478250167
5.481935065,6.521411274
8.072802294,3.859904742
5.369309383,6.844284559
7.484644693,3.599435325
-5.983187303,3.798741893
3.015083256,-3.204669689
9.083592501,6.382702485
6.045232461,-2.096297883
5.331812956,-2.723793967
-0.3310293,2.745069306
2.962996491,-2.308028114
5.092985188,6.047660491
-0.950195982,1.591496847
3.233238846,-2.432711532
-3.240338097,1.765593227
-3.395373508,1.761810354
6.011551989,-2.352571273
3.83345804,-3.355953646
-3.476446058,3.327345845
5.873535766,-2.054049086
8.810456325,5.676857659
-3.916730918,2.957520466
3.700724954,-2.765448292
7.672906912,3.455997086
-0.3649717,1.432977988
8.363986923,6.413829526
-3.237400341,3.351699951
7.877900506,3.207890776
2.773608927,-2.973115275
4.979351238,6.962941901
4.233160532,-3.839783712
-5.100427278,4.173685808
2.799072009,-3.874179838
8.35559165,3.762721288
-0.117100613,-1.922429981
0.062725967,1.03237462
-5.806871917,4.031395799
-3.621687362,2.240348718
5.518443416,-3.312092176
6.962189085,2.740941425
5.575517243,-1.86184724
4.786278106,-3.784913197
7.930227165,3.908472416
5.051450121,6.602665683
5.875471574,6.120074536
-0.502182452,1.470689007
-0.626289003,1.493340929
4.793472355,-2.059815972
4.673076268,-4.23974407
5.616776033,-1.758917994
-1.104846075,1.933392325
-0.878322148,1.220173594
-0.996129114,1.761139493
8.221672461,4.438479665
4.546351492,-2.702010134
-6.424763212,3.626260816
3.651902848,-3.12801994
7.044562294,3.588495796
8.754058344,5.998098417
-0.933080182,2.173708173
2.781154716,-2.891886705
4.494248718,-4.079997616
-3.093587314,2.110835678
7.870492822,5.976453296
-3.568132292,2.153571025
5.286736217,5.867675035
7.255883966,3.617361158
4.255170341,6.593587512
-3.424270978,2.030105311
4.744990239,-4.786703385
7.813787479,3.851456333
-1.460709394,1.297798788
-1.534169617,2.026242798
0.205857613,-1.637110072
7.064034972,4.1468147
-6.286435442,4.258793197
7.910332304,4.024555779
-6.356866571,4.668137575
5.469323549,-2.408598979
0.54945642,-1.948148715
4.406470865,5.957138125
-3.759491758,2.021108618
9.209848325,5.687173551
-3.205248602,1.523688199
2.781592013,-2.874900323
5.726778457,-1.861393486
2.905471641,-2.396547465
0.733894349,-1.648738021
3.402127247,-2.925395852
-3.068578033,2.164466282
9.351128629,6.160854213
5.336656876,6.721231645
3.417083517,-2.690394805
1.098694223,-0.466147271
0.079035941,-1.638165643
4.291660422,-3.558552576
8.765941437,6.466440928
4.771729058,-3.247186761
-0.961587622,1.702010465
-5.38863087,3.767077452
5.290925447,-3.47618453
-5.317063066,4.478131387
5.180936509,-2.387996909
5.692841513,6.511147509
8.88799212,5.428001823
2.386380014,-2.257081476
9.112386307,5.875593898
5.136843732,-3.654456373
5.987175499,-2.628614085
-3.053947827,1.973661281
-0.301840611,1.319355328
3.153304912,-3.037950232
-2.093937246,2.072175316
-5.738669603,4.808255696
2.850526036,-3.441161684
4.757599182,7.352120574
5.795645267,6.716563771
8.217404772,6.561327241
3.106554412,-2.617495044
6.847067361,3.635597632
0.284219787,-1.999546212
-5.758796876,4.3341621
-6.221452717,4.024214402
8.720090001,5.277889028
-0.728965879,2.779840059
4.642555629,-2.959895265
7.812577591,3.62734774
7.61913887,3.909809341
-2.975269988,1.962119369
7.830899896,4.628687064
-2.882335862,2.017645437
8.112103812,3.730911357
1.027029077,-2.807050386
6.380694885,-2.278058053
8.527569595,3.12271241
-0.124661597,1.294460243
9.167059057,5.603333423
9.556232245,6.376712108
6.162744189,-1.881559198
-3.690815789,2.298690498
-5.063360438,3.729110207
-1.954946736,1.814721444
8.245846425,5.279501963
5.065962853,-3.73248849
-5.392494965,5.449371719
-0.156355178,-1.846534827
-0.50940152,1.637206826
-5.109122586,4.232505084
3.055121824,-3.580703675
3.363429267,-2.532866105
8.854828303,5.511132826
8.36567271,6.220067713
-0.666235188,0.701743136
4.147388717,-4.413752434
-3.381529283,2.686961515
-6.647734282,4.119803049
-5.994278745,4.263702673
4.983039131,6.44647744
-1.584537663,1.2022541
5.774098986,-3.934633638
-5.23342568,3.953701568
-0.879468137,1.869628037
7.575568617,3.629514476
2.399385028,-3.195132117
-3.589016791,2.399811838
8.523132721,5.59566124
5.536461279,6.110213898
6.509218688,-1.771659407
0.41010134,-1.350276264
4.500959501,-3.966259904
-2.814506574,1.901720044
8.446622559,6.084180318
7.842468456,3.249634984
5.472840344,-2.062788211
5.197626751,-2.311063763
8.954725237,6.337675994
0.74888383,-2.093499718
5.11815862,-3.883955997
3.337176921,-2.510748318
5.715160188,-3.381279595
2.947888472,-3.21274079
9.488960529,4.772367166
-5.969285284,4.464383146
2.31525365,-2.704023542
5.218622978,6.512724102
-3.208851552,2.292868469
-0.550566692,0.752898536
-1.248926179,2.324678424
5.210958174,5.27715377
5.51419695,6.491039724
-1.193595092,0.877262406
5.458632115,7.766403819
6.3269517,-2.864201618
4.93241238,-2.154067376
-0.887976806,1.771849854
-1.181576174,1.368760718
-3.032658309,1.0299325
7.94118646,4.222567333
7.95650528,3.674076397
3.527298721,-2.174595451
5.272764499,-3.885726267
0.671484554,-0.875551803
-1.598392727,0.932474153
4.055568377,-3.121332354
-2.868410401,1.8356787
-6.318651369,4.57413494
8.686722054,6.441386202
5.521632291,-2.135584684
4.907476282,5.99180965
0.748608709,-1.433656346
5.146177662,-4.098197844
8.900026593,6.009543362
0.900498235,-2.153117654
5.903183481,7.279230741
-2.515375881,1.706931039
-5.026349727,3.960487224
-0.33037977,-1.700749393
-2.818334775,1.546816076
9.06555712,5.533349415
3.113528534,-2.490030325
-5.106493312,4.448026281
0.136481871,-2.157459501
-0.614463762,-2.757255528
-6.053113587,4.582345912
6.807279358,4.375719237
4.258383289,-3.547259179
2.58282679,-2.015868699
0.43855968,-1.712076388
5.364321045,6.122596067
5.10153796,-1.709478149
6.316583853,-1.322529064
4.682843724,-2.740296688
6.257468001,6.842820223
5.110522499,-2.307182673
2.847744056,-2.028047631
5.799190565,-2.056552053
0.569230097,-1.917772603
8.649186637,6.068039646
7.273133242,4.204749018
2.849206228,-2.690311197
2.949068571,-2.125417904
-2.781864217,2.038375983
-6.18505787,3.826255917
-3.575584322,1.513961219
3.717059771,-2.997373709
5.497444214,-2.305504152
0.131238742,-2.35066243
-3.425961742,1.998204235
7.217212329,4.050189564
1.081748246,-2.298577448
2.822668608,-2.990342566
-3.627419451,1.519978838
-5.891128707,4.390063158
4.848945803,-4.301381875
3.203641217,-3.22793557
4.920471661,6.622788521
-3.669958397,1.924523303
4.863013939,-2.691764198
8.511961648,6.839363588
-0.862384311,-2.664107558
1.133158256,-2.573431999
3.210619182,-3.069787252
5.414051651,-1.914352663
7.067159702,4.39613366
6.074702214,-1.603957813
0.161185974,-1.531346978
5.946767628,-2.105841346
-1.797501876,1.890369704
-4.977621646,3.598786519
4.008150903,-3.777903751
-5.820907927,4.257132927
8.702686239,6.136256551
5.249342758,-3.178298091
9.512554854,6.122078931
4.949999232,-3.622572422
